row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,230809_B0.mzML Peak area,230823_B0.mzML Peak area,230809_B6.mzML Peak area,230809_B3.mzML Peak area,230809_B2.mzML Peak area,230809_B4.mzML Peak area,230809_B5.mzML Peak area,230823_B4.mzML Peak area,230905_B0.mzML Peak area,230905_B1.mzML Peak area,230823_B1.mzML Peak area,230823_B6.mzML Peak area,230905_B3.mzML Peak area,230905_B2.mzML Peak area,230823_B2.mzML Peak area,230905_B6.mzML Peak area,230926_B2.mzML Peak area,230926_B4.mzML Peak area,230905_B5.mzML Peak area,230926_B0.mzML Peak area,231010_B0.mzML Peak area,230905_B4.mzML Peak area,240507_B0.mzML Peak area,230823_B3.mzML Peak area,230809_B1.mzML Peak area,230926_B5.mzML Peak area,231010_B1.mzML Peak area,230926_B1.mzML Peak area,230823_B5.mzML Peak area,231010_B2.mzML Peak area,230926_B6.mzML Peak area,231010_B3.mzML Peak area,231010_B5.mzML Peak area,Blank_restart_1.mzML Peak area,240901_B1.mzML Peak area,231010_B6.mzML Peak area,240417_B2.mzML Peak area,Blank1.mzML Peak area,Blank2.mzML Peak area,240417_B0.mzML Peak area,Blank4_before_neg.mzML Peak area,Blank3.mzML Peak area,230926_B3.mzML Peak area,240417_B5.mzML Peak area,240507_B3.mzML Peak area,240417_B4.mzML Peak area,Culture_Remin_E.mzML Peak area,231010_B4.mzML Peak area,240616_B1.mzML Peak area,Culture_Remin_F.mzML Peak area,240417_B6.mzML Peak area,240507_B1.mzML Peak area,240417_B3.mzML Peak area,QC_mix2.mzML Peak area,Culture_Remin_D.mzML Peak area,Process_Blank_1.mzML Peak area,QC_mix_restart_1.mzML Peak area,Process_Blank_3.mzML Peak area,QC_mix3.mzML Peak area,QC_mix_1.mzML Peak area,QC_mix5.mzML Peak area,QC_mix4.mzML Peak area,Process_Blank_2.mzML Peak area,240616_B5.mzML Peak area,240616_B3.mzML Peak area,240616_B0.mzML Peak area,240507_B5.mzML Peak area,240417_B1.mzML Peak area,240616_B2.mzML Peak area,240616_B6.mzML Peak area,Chance_pooled_QC_2.mzML Peak area,Chance_pooled_QC_1.mzML Peak area,Chance_pooled_QC_4.mzML Peak area,Chance_pooled_QC_restart_1.mzML Peak area,240616_B4.mzML Peak area,Chance_pooled_QC_3.mzML Peak area
58892,1078.814581,11.529491,,,,,,,,,,,49902.375,0,0,6120.5513,0,0,0,0,11089.242,0,0,0,0,0,0,0,27866.137,44793.32,16935.178,44734.227,0,16954.2,0,0,0,12538.856,0,79743.234,0,0,901228.6,0,0,0,0,0,0,0,0,0,0,0,60410.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17967.305,11990.549,5041.701,0,0,16355.677
58893,758.219812,11.559062,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171223.03,0,0,0,0,0,0,0,0,0,0,0,5665.0166,0,700244.94,0,0
58895,723.5385854,11.531741,,,,,,,,,,,123455.58,16069.952,139976.95,205053.12,0,59159.51,151235.81,44542.44,80427.22,52193.363,0,11398.634,0,111180.484,0,263081.8,43456.29,491292.94,86451.195,0,8807.816,5975.9927,0,71734.87,150197.48,130700.52,0,23739.44,0,0,52661.836,0,6692.47,0,0,0,0,0,0,0,0,0,69991.92,0,0,0,0,0,81598.89,0,0,0,0,0,0,15230.713,0,0,0,0,0,0,0,44399.64,78345.09,5037.683,0,0,136411.7,87882.98,59395.61,59400.402,62498.66,18189.625,87007.27,64034.484
58896,336.1198992,11.534612,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70240.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58899,636.575646,11.540796,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181908.34,0,0,0,0
58900,453.3416691,11.512162,,,,,,,,,,,67311.72,0,188755.47,123863.516,133049.08,116851.984,92356.15,78294.66,92997.23,187612.84,50301.887,142583.2,18405.512,131448.5,40132.92,157996.34,181763.97,84941.445,44062.215,166544.2,67640.016,7479.8594,0,7142.253,68357.8,0,162010.45,267684.28,20633.072,85657.72,250951.92,82686.22,17975.088,5262.0938,139009.48,205171.75,98706.69,0,58841.062,28794.727,156721,102720.13,195164.62,30186.04,8367.322,65259.57,149445.05,19793.174,43347.887,239678.23,55597.133,47717.953,94435.02,0,49849.727,0,7628.8833,0,89843.33,0,227047.84,259824.25,0,11230.254,186818.81,40038.76,45554.89,241542.52,171098.67,83945.96,70718.125,75732.87,70401.555,21174.812,59588.977,74430.414
58905,610.1815326,11.5643015,,,,,,,,,,,10763.578,0,5169.8706,5038.7725,41741.62,44187.316,6030.7476,10426.204,58051.715,100683.41,11773.776,12214.716,0,5426.8486,0,112245.01,27662.371,0,0,0,6189.4004,0,0,0,0,0,0,0,0,36061.023,5598.612,18875.924,0,0,133894.64,34607.766,0,0,0,0,199363.25,11299.321,0,0,0,0,135544.22,0,0,64220.3,42746.848,0,32423.242,11357.479,85868.766,0,0,0,0,642658.75,54380.742,71156.17,0,0,28596.617,0,17210.625,0,88193.24,5296.549,0,72705.99,46506.418,46753.465,21339.11,6334.507
58908,663.4510196,11.524123,,,,,,,,,,,147390.48,141836.08,396284.88,404831.4,373918.94,708375.1,230551.58,461466.7,765555.2,696888,168574.06,451446.4,282180.9,237116.22,278863.28,862928.6,712717.44,298820.38,415602.28,62112.164,546841.56,227162.8,0,181009.47,264438.75,88148.56,190592.11,148768.33,303147.53,528207.5,504315.16,487041.28,584776.25,129477.51,806414.1,370114.88,219822.62,352016.3,274578.3,84631,895861.3,255738.33,138917.86,274376.06,190579.34,196740.36,829422.06,277017.03,136832.48,886373.06,85722.375,205323.47,502221.34,622621,1066368.5,216047.02,639792.6,241634.78,344053.06,1359183.4,985834.6,349473.72,294956.66,195840.36,700567.5,295184.2,416148.56,214257.19,794759.44,191167.62,133908.58,315804.34,735804,44464.53,343066.12,506015.12
58909,570.4552292,11.549746,,,,,,,,,,,88600.78,59041.332,208401.5,181107.84,191680.36,122518.305,65391.61,119149.19,189154.81,210104.5,122224.766,167635.73,141994.55,102399.08,148839.03,107708.82,206009.75,76056.3,42807.406,214274.44,166455.5,127806.516,0,128743.695,117736.83,49248.09,183689.28,93693.92,150651.75,131848.27,96121.89,95490.36,173980.64,98944.29,196527.34,115344.41,82091.39,166233.27,214472.17,51944.15,191202.6,57611.523,182477.22,62281.62,174986.33,54186.06,138988.95,164788.83,72082.71,73804.64,207577.11,93313.484,144385.42,166300.72,207096.78,197368.7,27373.898,83357.836,71248.734,210234.55,381528.62,224485.16,158347.52,71737.03,128088.98,91224.64,214852.03,222190.4,240190.03,186075.48,135275.39,166005.25,213805.83,35978.215,209550.03,95632.43
58911,639.4013458,11.575313,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40365.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133931.17,0,147848.64,0,0,0,0,0,0,0,0,0,0
58915,593.5955748,11.526831,,,,,,,,,,,208114.81,80608.39,218046.61,298908.5,286106.78,273535.38,149752.34,231517.11,294911.94,122927.73,115684.18,80894.73,73583.41,81899.24,196172.72,553290.75,553278.1,69280.71,1541453,109321.15,242682.1,112014.836,0,170410.02,683319.2,122927.08,144469.84,105008.55,95633.22,357146.62,82624.52,329663.75,227883.27,1052141.8,459630.38,519129.44,165187.72,81573.836,189046.61,209300.88,522412.1,183892.19,149013.05,117128.01,241408.83,77885.88,495341,232712.48,33650.27,645543.25,403308.3,119502.54,135608.64,122582.93,539648,23876.057,101356.414,59675.36,182758.72,244265.77,512766.4,419653.78,125439.86,98539.46,344820.94,94101.44,256208.67,26124.416,161598.55,289030.56,198156.75,170267.44,429939.03,354318.06,244375.64,183269.6
58916,170.095799,11.552609,,,,,,,,,,,135392.73,258789.78,375295.16,195452.19,42225.797,190310.66,69112.78,107421.15,308207.53,209483.94,120680.59,39157.527,61813.812,43021.9,330604.1,302164.2,395910.25,39798.31,476957.62,234987.33,360845.94,249767.97,0,91109.484,220589.42,284084.44,319921.44,315807.03,116973.84,70152.52,127038.15,253433.52,429227.3,526819.1,64334.36,270907.72,361265.6,441819.62,263072.34,430471.4,291368.72,184895.77,125605.53,204887.86,438031,111573.734,120072.836,249273.77,112322.43,115545.69,96952.15,88919.96,266121.34,451551.4,292639.06,219427.97,569191.7,167521.44,172755.84,1525386.1,396569.44,266922.7,473723.3,394570.47,181088.42,371573.56,121144.72,334227.38,105628.06,95194.63,163140.69,468326.8,96439.11,552868.4,58339.016,155914.78
58917,698.5747178,11.584502,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39308.52,0,0,0,0,0,0,0,0,0
58918,278.1893182,11.532769,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191756.52,5284.0166,5320.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58921,614.481283,11.574225,,,,,,,,,,,61817.566,23265.188,63222.25,91496.4,153763.48,152061.64,59089.89,158580.44,141598.52,154225.11,152691.48,167540.8,98561.96,148480.44,133441.69,226909.22,26733.664,125465.92,67035.56,128309.875,167675.02,34881.824,0,91493.625,55747.434,71244.29,150311.06,40432.58,111150.24,166591.97,65667.06,143251.16,77488.42,137098.16,100987.3,62455.46,121724.22,115864.33,162622.83,126466.9,143797.55,72180.7,117750.19,158227.25,41830.082,98179.555,46449.496,70853.25,47134.18,118911.58,158368.69,109755.18,41556.652,162753.56,60145.594,164647.22,127219.57,51936.59,127970.28,84501.34,113656.14,118031.93,112501.664,132323.45,90029.16,99499.37,184485.94,163461.2,42135.344,74044.51,167355.77,22276.018,57653.523,36081.457,65769.86,95159.53
58923,482.4031441,11.562901,,,,,,,,,,,199578.4,78220.016,196162.95,121283.84,218477.19,84578.69,119795.29,212222.55,115369.72,195867.4,159860.16,218928.22,41612.996,256198.5,48785.46,221759.97,187086.6,172323.12,15009.411,150903.92,217810.38,19417.758,0,45881.94,96740.21,50674.043,176156.55,104644.02,106357.03,236113.08,169270.19,227221.98,40535.8,43930.65,88236.92,193144.69,49935.29,55104.758,134149.52,33053.766,111245,141951.69,46018.312,182162.81,127853.7,29562.975,101048.46,116887.63,31248.63,351325.53,224624.86,59180.08,185705.56,121176.43,202922.69,189240.42,14310.912,106922.2,85407.52,192490.86,225925.31,73077.79,182024.81,58705.57,150376.44,61617.617,186467.72,172696.69,402237.84,181772.17,107893.35,75629.28,107666.11,79437.77,301550.4,80935.5
58926,617.4793468,11.592603,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224856.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58927,621.4312654,11.592603,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146674.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58928,698.5540216,11.592603,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419806.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58930,879.6379488,11.608973,,,,,,,,,,,780273.4,1018742.8,2230258.8,794793.75,747749.2,475585.12,702679.8,641358.2,471181.53,502067.7,496789.2,790499.44,346255.72,773961.7,788298.25,398997.4,474362.6,2303625.2,815450.75,2722870.2,731637.06,859371.8,0,816044.56,792655.94,947077.4,2486459.2,2848813.8,152738.31,750395.3,653902,758321.8,923674.75,840246.94,527706.3,95363.8,441641.94,2385457.2,2889932.8,472391.06,402314.88,819093.6,2477220.2,3616939.5,859590.7,2166933.2,478160.94,885991.1,2531880.5,467248.38,669582.6,3103692.2,247506.78,3298868.5,222836.95,2456644.5,793449.06,517682.53,2932529,1491200,415099.47,712891.4,1146339.8,884275.56,487276.3,842819.5,830129.9,2881724.5,490790.12,601812.7,2653277,810022.1,357332.75,651051.6,2645636.8,1219878.6
58931,360.9771049,11.579509,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6097.505,0,0,0,0,0,146168.5,0,0,0,0,0,0,0,0,0,0,0,73012.375,0,0,0,0
58933,153.1380943,11.569595,,,,,,,,,,,2200978.2,2432388.5,2063595.8,2184798,1521180.2,454362.88,1345975,1337892.1,2446091,1771191.1,940211.75,811402.56,4721367.5,3016966.8,3660276.8,1655261.6,1448486.6,2200126.5,3148989.5,2767766.8,2016280.5,3440528.8,0,2040197.2,3573685.5,3150156,3465354.8,3328946.2,4061336.8,1839660.8,2338055,3331714.5,1480136,976001.1,1084837,1103509.6,4046671,1.00E+07,2919340.5,1897141.9,590731.75,710569.75,1515072,2150203,3539802.2,3565057.5,1821677.8,3537544.8,875087.8,1353387.2,1846804.9,827303.75,2149031.5,6738141.5,2351629.5,5906343.5,6019761,4107995,1647677.8,0,2277831.2,1849517.2,4634765,5102890,2393481.8,4719847.5,3204690.8,3180835.5,2894823.8,1295310.8,1000423.5,2620299.2,1194208.6,2341404,3058498.2,856833.7
58935,338.3404762,11.609805,,,,,,,,,,,25007.588,37736.39,35158.08,25621.932,29335.383,38663.62,24415.059,24270.342,35266.016,52498.69,26096.254,29692.186,27284.557,26885.896,24410.023,44880.723,39350.812,22072.965,25196.502,15702.492,21614.82,23012.846,0,20003.402,18601.404,29658.992,12626.002,21520.207,19853.475,27769.617,21195.295,26816.037,24177.576,6560.0977,28918.75,34012.63,12405.246,12843.336,11614.145,7153.492,32656.213,12349.862,15106.985,12741.525,22209.29,17736.318,28617.135,23129.309,7121.2256,24560.926,16136.859,10990.128,24111.639,20528.947,27194.781,12042.03,12875.569,15299.873,13497.948,264730.88,27273.205,11699.365,11737.416,0,14399.925,10504.142,22188.66,11329.131,21791.514,6809.798,21287.732,20459.322,40606.87,20577.271,5332.8765,30242.254
58938,459.3003554,11.526795,,,,,,,,,,,200651.73,92517.734,51353.15,179956.81,186222.81,226622.28,183916.47,162256.27,208386.98,168977.12,70006.836,126231.76,67979.33,183249.69,129529.41,240491.16,230396.11,111944.37,80514.6,60174.92,120362.234,142655.47,0,120153.93,102623.18,58958.008,62509.195,159432.66,83916.43,219346.03,68343.82,105246.555,102112.44,172812.12,301476.28,316167.72,84158.45,131242.6,138819.97,89802.33,305564.6,158053.33,30690.55,63565.445,61542.68,36990.15,262897.34,148981.22,102688.45,240743.34,101414.6,30821.205,163484.92,77442.15,137710.86,103377.08,53838.457,142601.98,49006.258,661442.4,122769.66,210409.14,32961.133,62810.543,185106.16,166810.08,122548.305,168832.9,159960.23,50387.32,47650.32,141421.75,230467.9,20483.05,91216.305,97308.58
58940,475.3235153,11.590394,,,,,,,,,,,360941.94,5199.0947,156271.7,155660.55,256526.4,117017.87,194165.03,150420.38,185180.4,281527.34,153870.78,290344,63990.773,101111.21,98865.6,117330.766,110231.92,233202.3,48142.906,250303.3,193919.17,25584.646,0,35243.848,56706.06,12209.311,177261.84,135865.92,33426.727,337937.34,204701.1,166911.81,139136.31,25661.666,374824.4,97667.03,57182.758,17128.418,144573.48,88161.234,176968.03,154293.6,221604.98,348575.72,48277.566,65040.68,397027.34,78365.42,93387.26,128215.67,172595.22,217349,261821.39,94326.24,201788.28,18598.504,68898.766,47510.375,319832.3,0,108493.27,241359.31,38748.1,104579.984,97547.664,71912.125,147310.1,263103.47,382563.72,183738.11,104536.96,71725.32,92818.945,88669.56,284413.88,125027.77
58942,235.1927538,11.628628,,,,,,,,,,,0,133677.23,0,0,0,0,0,0,0,0,0,0,304961.5,0,315479.94,0,0,0,294305.56,0,0,340263.84,0,223647.44,351069.66,103107.39,39963.758,0,144102.77,0,0,0,246422.88,327726.03,0,0,447736.6,113542.39,53609.406,319553.2,0,0,0,134216.08,388379.7,170897.39,0,238742.34,0,0,0,151186.52,0,6517.134,0,68778.96,318818.44,54227.516,0,0,0,0,6208.283,234168.06,0,334906.75,0,190646.64,0,0,0,0,0,69403.516,0,0
58944,847.6192722,11.607352,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135074.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58945,154.1584733,11.5947485,,,,,,,,,,,697932,782092.3,869747.9,762301.2,1207807.9,1029414.1,681619.75,1203420.8,1258177.4,435966.53,450866.12,1246851.5,826495.9,1287451.2,824935.56,693211.75,1156211.6,684641.25,468903.88,1167212.6,599781.9,780471.7,0,424049.3,831293.1,734245.75,692060.5,999842.9,601920.56,1252000.4,1169662.1,1295268.4,866511.8,873970.6,902854.6,1258969,853526.25,586266.7,1118889.5,185824.19,1251831.5,1108171.6,682384.6,1037661.94,194877.58,954246.94,1314711.2,179105.28,917541.3,1020370.9,1234538.8,1090226.2,1277875.2,120970.266,905708.44,740353.1,657861.3,263686.4,343129.88,0,1094791.5,1113721.5,829636.3,798847.06,1185825.8,849291.94,1223962.4,947351.94,765337.9,1101877.1,996737.9,194750.03,1263585.8,543112.3,439031.47,1208528.6
58948,182.1896509,11.604789,,,,,,,,,,,515365.06,39973.42,1466880.4,223263.78,494600.16,687084.9,1167239.4,593088,664454.1,651193.5,545398.9,318823.6,225852.73,571481.3,191629.73,724049.25,611432.44,453061.03,154117.72,595197.06,273161.88,310399.12,0,343499.66,131821.55,77286.47,127580.234,424179.88,255306.84,633643.06,603190.94,589601.06,269424.72,186125.36,696668.2,673439,174425.39,77286.58,436441.1,110753.625,682394.6,442107.2,399129.56,239518.12,337108,2145909.8,747045.7,242546.72,337265.84,1145402.2,609378.94,419000.2,421847.8,101006.445,723333.7,119596.27,271592.78,57704.668,407687.5,34321.625,510079,636996.1,88277.4,113477.58,626030.1,82845.47,546224.6,410664.12,538051.44,512072.66,370443.62,132186.1,689003.5,74281.945,247912.06,566230.25
58949,156.1741167,11.6094265,,,,,,,,,,,1485702.6,2207182.8,2019204,1007308.94,1812018.9,1858192.5,3796039.8,2844707.2,2821145.8,4687817,2718956.2,2945510,1902180.5,3968440.2,1229676.9,2730276.2,2457945.8,1654472.2,949566.56,2804576,1919625.9,1858510.2,0,2025212.5,1918189.5,1663542.8,2352496,2397332,1582501.2,2380175.5,2749560,7216613.5,2169260,350897.47,2866985.5,2650487.2,1959853.9,1985472.9,2602456,680556.5,2933573.2,3003584.8,1558219.2,2410604.8,2473304.2,2296025,2953622.5,2007826.9,348204.8,2311155.2,2888744.5,2008378.2,5808940.5,1567607.1,2733627.5,1484270.8,2073107.5,2382040,2498790,0,5552588.5,3128597.2,2649896.5,2000129,2682588.2,2066271.9,1.06E+07,2492595.2,2745801,2521906.2,692608.2,693692.9,2667040.8,1945125.5,2763923,2891723
58950,182.9844533,11.616371,,,,,,,,,,,33623.297,95621.875,262118.39,107589.336,122920.4,74226.41,124755.27,266600.25,132916.78,80594.06,120295.19,152937.81,45644.816,217036.53,150333.1,43566.273,116025.414,179339.83,77140.734,145260.25,76187.625,155836.84,0,83292.92,81815.21,86281.54,239754.67,193553.5,40925.848,103946.8,42083.93,194950.36,215932.52,79043.4,314563.16,121678.89,162644.66,99797.24,191278.42,94534.914,252091.62,122459.59,107410.65,119157.086,118438.95,148511.56,306028.56,81386.34,58168.25,177993.12,111993.9,96957.63,193524.97,102600.44,238864.22,87569.26,158126.23,114299.266,60817.316,193392.7,148290.3,41980.35,96914.69,139741.22,189920.84,74354.42,143706.38,194092.22,96331.39,129974.53,129810.625,55316.426,219970.47,34908.85,85077.66,72931.19
58951,821.5354609,11.622762,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89089.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58952,898.6579723,11.622762,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612444.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58953,900.6644321,11.622762,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66638.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58954,438.3769993,11.590002,,,,,,,,,,,136463.47,0,140994.66,137154.08,23427.625,165276,144132.98,32164.273,81943.07,168096.62,58644.76,141291.97,0,81359.8,0,152051.88,36897.23,76564.016,0,37348.227,82583.04,0,0,0,0,0,5293.369,14054.713,0,120220.97,16098.166,100104.516,0,0,45229.04,108892.766,0,41787.58,37311.21,0,48801.26,134603.8,6123.8438,5024.3994,0,5072.2266,127896.57,0,12482.856,159632.31,151491.27,5268.6924,146242.92,40932.445,103411.42,11494.879,0,0,28093.768,128263.164,175708.38,147806.27,5750.533,0,34843.312,0,69926.82,5428.7603,55046.508,131294.55,17737.543,58799.215,87114.64,0,66339.664,137628.1
58955,166.0970245,11.666316,,,,,,,,,,,0,5342.6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5191.1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11092.799,0,4889.822,0,5481.4395,0,161816.66,0,0,5178.176,0,0,0,0,0,0,0,0,82068.9,0,0,0,0
58956,194.1534549,11.642948,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5374.6943,0,0,0,0,0,339629.84,0,0,0,0,0,0,0,0,0,0,0,62610.86,0,0,0,0
58959,435.137961,11.628656,,,,,,,,,,,0,0,0,0,16763.36,0,0,0,0,0,0,0,0,0,0,0,221206.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126572.54,82604.945,0,0,225217.34,0,0,0,0,0,0,80349.79,0,0,0,0,0,0,0,110133.875,0,0,0,0,0,0,0,0,0,5839.666,0,135253.08,0,0,0,0,0,0,0,181871.39,0,0,0,0,0
58960,896.6448315,11.724108,,,,,,,,,,,0,64229.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551050.06,0,0,0,0,0,0,0,0,0,298999.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421856.03,0,0,0,0,0,0,0,249843.7,0,0,0,0,0
58962,817.5834504,11.632809,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147975.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58964,471.1037513,11.505373,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54155.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101875.4,0,5073.7725,0,0,0,434407.97,0,0,0,0,0,0,0,0,0,0,0,237747.62,0,0,0,0
58966,497.3752032,11.69522,,,,,,,,,,,0,1619278.6,0,0,30098.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20249.44,0,257747.7,0,356753.53,348574.72,158503.92,0,347305.12,909906.25,0,0,50490.47,3256060.5,0,0,0,0,0,0,90528.055,0,0,883753.9,0,1185209.5,0,0,176567.69,0,0,24046.408,0,0,480228.88,0,0,947120.9,807362.5,373277.03,0,0,33904.227,2014241.6,80238.555,0,427146.8,0,85738.46,0,0,389373.44,0,0,0,0,0
58967,581.4686676,11.6498995,,,,,,,,,,,0,123653.53,0,0,212556.06,0,0,0,0,30579.156,0,0,0,11670.205,0,18649.107,300315.5,5598.8115,0,10509.83,28310.865,0,0,0,0,240578.8,0,101653.15,0,0,116221.27,421257.5,0,0,0,133613.44,0,0,0,0,0,0,194070.62,0,4989.239,0,0,0,0,0,106779.445,0,149007.66,0,0,0,0,256653.47,165636.95,0,0,52699.87,171702.34,0,0,0,0,0,5701.4995,0,194517.6,0,0,0,25149.49,0
58970,646.471611,11.664078,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12278.881,0,0,0,0,0,0,0,0,0,0,0,192330.9,0,0,0,0,0,0,0,0,0,0,0,5557.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58971,567.4530797,11.650898,,,,,,,,,,,0,87482.36,0,0,216812.2,0,0,0,0,12022.215,0,0,0,0,0,0,126377.83,0,0,10907.984,5768.3438,0,0,0,0,440457.84,0,94415.16,0,0,140866.23,290488.62,7100.103,0,0,143701.77,0,0,0,17920.195,0,0,273487.75,0,0,0,0,0,0,0,120639.97,0,138514.38,0,0,0,0,225106,218662.81,0,0,46961.863,146375.67,0,0,0,0,0,0,0,479360.38,0,0,0,89334.11,0
58973,415.0413947,11.661317,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17095.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121398.016,0,0,0,0,0,450518.78,0,0,0,0,0,0,0,0,0,0,0,129222.45,0,0,0,0
