formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C5H4Br5N3O4,[M - H]-,C5H3Br5N3O4-,Alkaloids,0.966,Histidine alkaloids,0.656,Imidazole alkaloids,0.656,Organoheterocyclic compounds,0.999,Azoles,0.635,Imidazoles,0.868,Substituted imidazoles,0.921,"1,2,4,5-tetrasubstituted imidazoles",0.651,"Organic compounds; Organoheterocyclic compounds; Imidazoles; Nitroimidazoles; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl bromides; Organic nitro compounds; Organic oxoazanium compounds; Organobromides; Substituted imidazoles; N-substituted imidazoles; Tetrasubstituted imidazoles; 1,2,4,5-tetrasubstituted imidazoles; Aryl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Imidolactams; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities",563.605,727,12.113,7.35202E+17,7.35172E+17,56694,
1,C6H2N2O2S6,[M - H]-,C6HN2O2S6-,Alkaloids,0.178,Fatty acyls,0.408,Oxygenated hydrocarbons,0.477,Organosulfur compounds,0.998,Isothiocyanates,0.855,,,,,Isothiocyanates,0.855,Organic compounds; Organosulfur compounds; Organonitrogen compounds; Isothiocyanates; Organic trisulfides; Hydrocarbon derivatives; Organic nitrogen compounds; Chemical entities,324.838,727,12.113,7.35202E+17,7.35172E+17,56695,
1,C5H7Br4Cl3N2OS,[M - H]-,C5H6Br4Cl3N2OS-,Alkaloids,0.98,Proline alkaloids,0.68,Pyrrole alkaloids,0.681,Organoheterocyclic compounds,0.836,Pyridines and derivatives,0.46,Halopyridines,0.791,Polyhalopyridines,0.841,Polyhalopyridines,0.841,Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Alkyl bromides; Aryl bromides; Aryl chlorides; Organobromides; Organochlorides; Aryl halides; Alkyl halides; Halopyridines; Polyhalopyridines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 2-halopyridines; Organic nitrogen compounds; Chemical entities,562.601,727,12.123,7.35202E+17,7.35172E+17,56696,
1,C30H53N3O5,[M - H]-,C30H52N3O5-,Fatty acids,0.627,Ornithine alkaloids,0.165,Polyamines,0.521,Lipids and lipid-like molecules,0.43,Fatty Acyls,0.343,Fatty amides,0.626,N-acyl amines,0.677,N-acyl amines,0.677,"Organic compounds; Nitrobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Organic nitro compounds; Organic oxoazanium compounds; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities",534.393,730,12.175,7.35202E+17,7.35172E+17,56698,
1,C8H4Br2O2S,[M - H]-,C8H3Br2O2S-,Shikimates and Phenylpropanoids,0.455,Sesquiterpenoids,0.021,Chalcones,0.006,Organic oxygen compounds,1,Organooxygen compounds,1,Carbonyl compounds,0.959,Aldehydes,0.95,Hydroxybenzaldehydes,0.972,Organic compounds; Organosulfur compounds; Halobenzenes; Aldehydes; Phenols; Organic acids and derivatives; Organohalogen compounds; Benzoyl derivatives; Organooxygen compounds; Aryl bromides; Bromobenzenes; Benzaldehydes; Organobromides; Carbonyl compounds; Benzene and substituted derivatives; Halophenols; Benzenoids; Bromophenols; O-bromophenols; P-bromophenols; Aryl halides; Aryl-aldehydes; Vinylogous acids; Organic oxides; Hydroxybenzaldehydes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,320.824,728,12.131,7.35202E+17,7.35172E+17,56700,
1,C7H4Br3IO2,[M - H]-,C7H3Br3IO2-,Polyketides,0.386,Aromatic polyketides,0.029,Simple phenolic acids,0.009,Benzenoids,1,Phenols,0.996,Halophenols,0.999,Bromophenols,0.993,M-bromophenols,0.549,Organic compounds; Halobenzenes; Phenols; Organohalogen compounds; Organooxygen compounds; Aryl bromides; Aryl iodides; Bromobenzenes; Iodobenzenes; Organobromides; Organoiodides; Benzene and substituted derivatives; Halophenols; Benzenoids; Iodophenols; Bromophenols; M-bromophenols; O-bromophenols; P-bromophenols; O-iodophenols; P-iodophenols; Aryl halides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,482.675,727,12.123,7.35202E+17,7.35172E+17,56701,
1,C8H3Br3I2O2,[M - H]-,C8H2Br3I2O2-,Polyketides,0.522,Aromatic polyketides,0.024,Cyclolaurane sesquiterpenoids,0.003,Benzenoids,1,Phenols,0.999,Halophenols,1,Bromophenols,0.993,M-bromophenols,0.675,Organic compounds; Halobenzenes; Phenols; Organohalogen compounds; Organooxygen compounds; Aryl bromides; Aryl iodides; Bromobenzenes; Iodobenzenes; Organobromides; Organoiodides; Benzene and substituted derivatives; Halophenols; Benzenoids; Iodophenols; Bromophenols; M-bromophenols; O-bromophenols; O-iodophenols; P-iodophenols; Aryl halides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,620.572,727,12.113,7.35202E+17,7.35172E+17,56702,
1,C8H4Br2O4,[M - H]-,C8H3Br2O4-,Polyketides,0.746,Phenolic acids (C6-C1),0.27,Simple phenolic acids,0.196,Benzenoids,1,Benzene and substituted derivatives,0.999,Benzoic acids and derivatives,0.616,Hydroxybenzoic acid derivatives,0.524,Hydroxybenzoic acid derivatives,0.524,Organic compounds; Halobenzenes; Aldehydes; Phenols; Resorcinols; Benzoic acids and derivatives; Organic acids and derivatives; Organohalogen compounds; Benzoyl derivatives; Organooxygen compounds; Aryl bromides; Bromobenzenes; Hydroxybenzoic acid derivatives; Benzenediols; Benzaldehydes; Organobromides; Carbonyl compounds; Benzene and substituted derivatives; Halophenols; Benzenoids; Bromophenols; O-bromophenols; P-bromophenols; Aryl halides; Halobenzoic acids and derivatives; Aryl-aldehydes; Vinylogous acids; Organic oxides; Hydroxybenzaldehydes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,320.842,727,12.123,7.35202E+17,7.35172E+17,56703,
1,C5H7Br4FO3S,[M - H]-,C5H6Br4FO3S-,Fatty acids,0.362,Fatty acyls,0.042,Simple aromatic polyketides,0.06,Benzenoids,0.227,Benzene and substituted derivatives,0.719,Halobenzenes,0.923,Bromobenzenes,0.923,Bromobenzenes,0.923,Organic compounds; Organosulfur compounds; Halobenzenes; Alcohols and polyols; Organohalogen compounds; Organooxygen compounds; Alkyl bromides; Aryl bromides; Bromobenzenes; Sulfonyls; Organobromides; Organofluorides; Benzene and substituted derivatives; Aryl halides; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,480.677,727,12.123,7.35202E+17,7.35172E+17,56704,
1,C5H6BrFO3S,[M - H]-,C5H5BrFO3S-,Fatty acids,0.501,Fatty Acids and Conjugates,0.455,Halogenated fatty acids,0.181,Benzenoids,0.115,Benzene and substituted derivatives,0.225,Halobenzenes,0.594,,,Halobenzenes,0.594,Organic compounds; Organosulfur compounds; Halobenzenes; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Keto acids and derivatives; Aryl bromides; Aryl fluorides; Alpha-keto acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alkylthiols; Organobromides; Organofluorides; Carbonyl compounds; Thiols; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,242.913,728,12.131,7.35202E+17,7.35172E+17,56705,
1,C7H3Br2ClN2O,[M - H]-,C7H2Br2ClN2O-,Alkaloids,0.836,Proline alkaloids,0.017,Pyrrole alkaloids,0.017,Benzenoids,0.994,Phenols,0.887,Halophenols,0.95,Bromophenols,0.933,O-bromophenols,0.7,Organic compounds; Halobenzenes; Phenols; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl bromides; Aryl chlorides; Bromobenzenes; Chlorobenzenes; Organobromides; Organochlorides; Benzene and substituted derivatives; Halophenols; Benzenoids; Bromophenols; Chlorophenols; O-bromophenols; Aryl halides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,322.822,728,12.131,7.35202E+17,7.35172E+17,56706,
1,C15H25FN4OS,[M - H]-,C15H24FN4OS-,Alkaloids,0.884,Nicotinic acid alkaloids,0.095,Pyridine alkaloids,0.094,Organosulfur compounds,0.923,Thioethers,0.522,Aryl thioethers,0.592,Alkylarylthioethers,0.726,Alkylarylthioethers,0.726,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Pyrazoles; Organohalogen compounds; Organonitrogen compounds; Azoles; Aryl fluorides; Fluorobenzenes; Thioethers; Organofluorides; Benzene and substituted derivatives; Benzenoids; Amines; Aryl halides; Alkylarylthioethers; Aralkylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities,327.165,724,12.071,7.35202E+17,7.35172E+17,56707,
1,C8H2Br2O4,[M - H]-,C8HBr2O4-,Polyketides,0.902,Phloroglucinols,0.341,Simple phenolic acids,0.017,Benzenoids,1,Phenols,0.988,Benzenetriols and derivatives,0.451,Phloroglucinols and derivatives,0.601,Phloroglucinols and derivatives,0.601,Organic compounds; Halobenzenes; Aldehydes; Phenols; Resorcinols; Organic acids and derivatives; Organohalogen compounds; Benzoyl derivatives; Organooxygen compounds; Phloroglucinols and derivatives; Aryl bromides; Bromobenzenes; Benzenediols; Benzaldehydes; Organobromides; Carbonyl compounds; Benzene and substituted derivatives; Halophenols; Benzenoids; Bromophenols; O-bromophenols; P-bromophenols; Aryl halides; Aryl-aldehydes; Vinylogous acids; Organic oxides; Hydroxybenzaldehydes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,318.826,728,12.131,7.35202E+17,7.35172E+17,56710,
1,C21H27ClN4O4S,[M - H]-,C21H26ClN4O4S-,Alkaloids,0.796,Flavonoids,0.009,Imidazole alkaloids,0.002,Benzenoids,0.997,Benzene and substituted derivatives,0.976,Phenoxy compounds,0.837,,,Phenoxy compounds,0.837,Organic compounds; Organoheterocyclic compounds; Halobenzenes; Imidazoles; Alkyl aryl ethers; Piperidines; Ethers; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Azoles; Aryl chlorides; Chlorobenzenes; Sulfuric acid monoesters; Organochlorides; Trialkylamines; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Tertiary amines; Aryl halides; Sulfuric acid esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities,465.137,728,12.141,7.35202E+17,7.35172E+17,56719,
1,C13H9Br3O6,[M - H]-,C13H8Br3O6-,Shikimates and Phenylpropanoids,0.661,Phenolic acids (C6-C1),0.432,Depsides and depsidones,0.16,Benzenoids,0.999,Benzene and substituted derivatives,0.994,Benzoic acids and derivatives,0.925,Benzoic acid esters,0.621,Benzoic acid esters,0.621,Organic compounds; Halobenzenes; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Benzoyl derivatives; Organooxygen compounds; Aryl bromides; Carboxylic acid derivatives; Bromobenzenes; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Benzoic acid esters; Organobromides; Benzene and substituted derivatives; Halophenols; Benzenoids; Bromophenols; O-bromophenols; Aryl halides; Halobenzoic acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,496.789,729,12.143,7.35202E+17,7.35172E+17,56724,
1,C16H14BrCl3N2O5,[M - H]-,C16H13BrCl3N2O5-,Alkaloids,0.459,Nicotinic acid alkaloids,0.06,Pyridine alkaloids,0.059,Benzenoids,0.995,Benzene and substituted derivatives,0.995,Halobenzenes,0.987,Chlorobenzenes,0.974,Dichlorobenzenes,0.947,Organic compounds; Organoheterocyclic compounds; Halobenzenes; Pyridines and derivatives; Alkyl aryl ethers; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Aryl bromides; Aryl chlorides; Carboxylic acid derivatives; Bromobenzenes; Chlorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organobromides; Organochlorides; Secondary carboxylic acid amides; Hydropyridines; Benzene and substituted derivatives; Benzenoids; Dichlorobenzenes; Aryl halides; Vinyl halides; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,496.907,729,12.143,7.35202E+17,7.35172E+17,56725,
1,C10H9Br2F2IO3,[M - H]-,C10H8Br2F2IO3-,Shikimates and Phenylpropanoids,0.137,Fatty Acids and Conjugates,0.153,Simple phenolic acids,0.153,Benzenoids,0.994,Phenols,0.828,Halophenols,0.952,Iodophenols,0.832,O-iodophenols,0.577,Organic compounds; Halobenzenes; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Alkyl fluorides; Aryl bromides; Aryl iodides; Bromobenzenes; Iodobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organobromides; Organofluorides; Organoiodides; Carbonyl compounds; Benzene and substituted derivatives; Halophenols; Phenol ethers; Benzenoids; Iodophenols; Bromophenols; O-iodophenols; Aryl halides; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities,498.787,729,12.143,7.35202E+17,7.35172E+17,56726,
1,C10H17Cl5N2O4S3,[M - H]-,C10H16Cl5N2O4S3-,Alkaloids,0.843,Proline alkaloids,0.091,Pyrrole alkaloids,0.092,Benzenoids,0.953,Benzene and substituted derivatives,0.956,Halobenzenes,0.94,Chlorobenzenes,0.9,Dichlorobenzenes,0.682,Organic compounds; Organosulfur compounds; Halobenzenes; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Alkyl chlorides; Aryl chlorides; Chlorobenzenes; Sulfonyls; Organosulfonic acids; Organochlorides; Benzene and substituted derivatives; Benzenoids; Dichlorobenzenes; Aryl halides; Alkyl halides; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,498.871,729,12.142,7.35202E+17,7.35172E+17,56729,
1,C13H9Cl4F3N2O3S2,[M - H]-,C13H8Cl4F3N2O3S2-,Alkaloids,0.609,Proline alkaloids,0.023,Pyrrole alkaloids,0.024,Benzenoids,0.997,Benzene and substituted derivatives,0.997,Trifluoromethylbenzenes,0.839,,,Trifluoromethylbenzenes,0.839,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Organohalogen compounds; Organonitrogen compounds; Azoles; Alkyl fluorides; Aryl chlorides; Chlorobenzenes; Sulfonyls; Organochlorides; Organofluorides; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Dichlorobenzenes; Aryl halides; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Halomethanes; Trihalomethanes; Trifluoromethylbenzenes; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,500.868,729,12.142,7.35202E+17,7.35172E+17,56731,
1,C11H8Cl4F3N3O2S,[M - H]-,C11H7Cl4F3N3O2S-,Alkaloids,0.571,Proline alkaloids,0.01,Pyrrole alkaloids,0.01,Organoheterocyclic compounds,1,Azoles,0.997,Pyrazoles,0.953,Phenylpyrazoles,0.962,Phenylpyrazoles,0.962,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Pyrazoles; Organohalogen compounds; Organonitrogen compounds; Azoles; Alkyl fluorides; Aryl chlorides; Chlorobenzenes; Sulfonyls; Organochlorides; Organofluorides; Phenylpyrazoles; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Dichlorobenzenes; Aryl halides; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Trifluoromethylbenzenes; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,441.895,729,12.142,7.35202E+17,7.35172E+17,56732,
1,C14H30O5S,[M - H]-,C14H29O5S-,Fatty acids,0.979,Fatty acyls,0.015,Methoxy fatty acids,0.021,Organic acids and derivatives,0.991,Organic sulfuric acids and derivatives,0.994,Sulfuric acid esters,0.923,Sulfuric acid monoesters,0.84,Sulfuric acid monoesters,0.84,Organic compounds; Ethers; Organic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Dialkyl ethers; Sulfuric acid monoesters; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,309.175,720,12.004,7.35202E+17,7.35172E+17,56733,
1,C12H16BrCl3O4S,[M - H]-,C12H15BrCl3O4S-,Terpenoids,0.349,Sesquiterpenoids,0.373,Halogenated fatty acids,0.006,Benzenoids,0.898,Benzene and substituted derivatives,0.887,Halobenzenes,0.948,Chlorobenzenes,0.917,Dichlorobenzenes,0.864,Organic compounds; Organosulfur compounds; Halobenzenes; Organohalogen compounds; Organooxygen compounds; Alkyl bromides; Alkyl chlorides; Aryl bromides; Aryl chlorides; Bromobenzenes; Chlorobenzenes; Sulfonyls; Organobromides; Organochlorides; Benzene and substituted derivatives; Benzenoids; Dichlorobenzenes; Aryl halides; Alkyl halides; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,438.895,729,12.144,7.35202E+17,7.35172E+17,56735,
1,C8H12Cl5FN4O3S,[M - H]-,C8H11Cl5FN4O3S-,Alkaloids,0.507,Histidine alkaloids,0.046,Imidazole alkaloids,0.047,Organoheterocyclic compounds,0.859,Azoles,0.835,Triazoles,0.572,,,Triazoles,0.572,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Triazoles; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Azoles; Alkyl chlorides; Sulfonyls; Organochlorides; Alkyl halides; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,436.898,729,12.144,7.35202E+17,7.35172E+17,56737,
1,C9H12ClIO8S,[M - H]-,C9H11ClIO8S-,Shikimates and Phenylpropanoids,0.148,Phenolic acids (C6-C1),0.721,Simple phenolic acids,0.91,Organic acids and derivatives,1,Organic sulfuric acids and derivatives,0.999,Arylsulfates,0.431,Phenylsulfates,0.532,Phenylsulfates,0.532,Organic compounds; Halobenzenes; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Aryl iodides; Chlorobenzenes; Iodobenzenes; Monocarboxylic acids and derivatives; Sulfuric acid monoesters; Carboxylic acids; Organochlorides; Organoiodides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Phenylsulfates; Aryl halides; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities,440.892,729,12.154,7.35202E+17,7.35172E+17,56738,
1,C20H24O8,[M - H]-,C20H23O8-,Polyketides,0.985,Aromatic polyketides,0.997,Depsides and depsidones,0.993,Phenylpropanoids and polyketides,0.535,Depsides and depsidones,0.625,,,,,Depsides and depsidones,0.625,"Organic compounds; Organoheterocyclic compounds; Lactones; Phenols; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Salicylic acid and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Depsides and depsidones; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Diarylethers; Dioxepines; 1,4-dioxepines; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities",391.141,729,12.15,7.35202E+17,7.35172E+17,56739,
1,C13H10Cl2O7S3,[M - H]-,C13H9Cl2O7S3-,Polyketides,0.271,Aromatic polyketides,0.038,Simple phenolic acids,0.003,Benzenoids,0.991,Benzene and substituted derivatives,0.894,Halobenzenes,0.947,Chlorobenzenes,0.959,Dichlorobenzenes,0.734,Organic compounds; Halobenzenes; Ethers; Organic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Aryl chlorides; Chlorobenzenes; Sulfuric acid monoesters; Organochlorides; Benzene and substituted derivatives; Benzenoids; Dichlorobenzenes; Aryl halides; Vinyl halides; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,442.889,729,12.144,7.35202E+17,7.35172E+17,56742,
1,C12H8ClNO4S,[M - H]-,C12H7ClNO4S-,Alkaloids,0.933,Proline alkaloids,0.059,Pyrrole alkaloids,0.058,Organic acids and derivatives,1,Organic sulfuric acids and derivatives,1,Arylsulfates,0.98,Phenylsulfates,0.725,Phenylsulfates,0.725,Organic compounds; Organoheterocyclic compounds; Halobenzenes; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Aryl chlorides; Chlorobenzenes; Sulfuric acid monoesters; Organochlorides; Benzene and substituted derivatives; Benzenoids; Phenylsulfates; Aryl halides; Sulfuric acid esters; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Arylsulfates; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities,295.98,728,12.133,7.35202E+17,7.35172E+17,56744,
1,C11H8BrCl2N5O5,[M - H]-,C11H7BrCl2N5O5-,Alkaloids,0.85,Proline alkaloids,0.303,Pyrrole alkaloids,0.305,Benzenoids,0.993,Benzene and substituted derivatives,0.914,Nitrobenzenes,0.631,,,Nitrobenzenes,0.631,"Organic compounds; Organoheterocyclic compounds; Halobenzenes; Nitrobenzenes; Imidazoles; Alcohols and polyols; Ethers; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Aryl bromides; Aryl chlorides; Organic nitro compounds; Organic oxoazanium compounds; Organobromides; Organochlorides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Primary amines; Aryl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities",437.901,729,12.154,7.35202E+17,7.35172E+17,56745,
1,C11H15Br3N2O3,[M - H]-,C11H14Br3N2O3-,Alkaloids,0.645,Small peptides,0.225,Aminoacids,0.178,Organic acids and derivatives,0.881,Carboxylic acids and derivatives,0.541,"Amino acids, peptides, and analogues",0.293,Amino acids and derivatives,0.296,Amino acids,0.543,Organic compounds; Halobenzenes; Phenols; Phenylmethylamines; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Aryl bromides; Bromobenzenes; Carboxylic acids; Organobromides; Carbonyl compounds; Benzene and substituted derivatives; Halophenols; Benzenoids; Amines; Primary amines; Benzylamines; Bromophenols; O-bromophenols; Aryl halides; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,458.856,729,12.151,7.35202E+17,7.35172E+17,56747,
1,C15H24FN3O3,[M - H]-,C15H23FN3O3-,Alkaloids,0.48,Tryptophan alkaloids,0.045,Secoiridoid monoterpenoids,0.008,Benzenoids,0.989,Phenols,0.736,Halophenols,0.654,Fluorophenols,0.698,Fluorophenols,0.698,Organic compounds; Organoheterocyclic compounds; Halobenzenes; Alcohols and polyols; Phenols; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl fluorides; Fluorobenzenes; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Halophenols; Benzenoids; Fluorophenols; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities,312.173,735,12.248,7.35202E+17,7.35172E+17,56749,
1,C10H5F3O2,[M - H]-,C10H4F3O2-,Shikimates and Phenylpropanoids,0.466,Phenylpropanoids (C6-C3),0.284,Cinnamic acids and derivatives,0.184,Benzenoids,0.995,Phenol ethers,0.522,,,,,Phenol ethers,0.522,Organic compounds; Organohalogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Alkyl halides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,213.016,739,12.316,7.35202E+17,7.35172E+17,56750,
1,C7H6Br6O7S,[M - H]-,C7H5Br6O7S-,Polyketides,0.168,Sesquiterpenoids,0.022,Simple phenolic acids,0.077,Benzenoids,0.974,Phenols,0.71,Halophenols,0.886,Bromophenols,0.83,O-bromophenols,0.538,Organic compounds; Organosulfur compounds; Halobenzenes; Phenols; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organooxygen compounds; Aryl bromides; Bromobenzenes; Sulfonyls; Organosulfonic acids; Organobromides; Benzene and substituted derivatives; Halophenols; Benzenoids; Bromophenols; O-bromophenols; Aryl halides; Alkanesulfonic acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities,706.488,730,12.168,7.35202E+17,7.35172E+17,56751,
