row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,230823_NEG_B0.mzML Peak area,230809_NEG_B0.mzML Peak area,230809_NEG_B4.mzML Peak area,230809_NEG_B6.mzML Peak area,230809_NEG_B2.mzML Peak area,230809_NEG_B3.mzML Peak area,230809_NEG_B5.mzML Peak area,230809_NEG_B1.mzML Peak area,230905_NEG_B0.mzML Peak area,230905_NEG_B1.mzML Peak area,230823_NEG_B6.mzML Peak area,230823_NEG_B4.mzML Peak area,230823_NEG_B1.mzML Peak area,230823_NEG_B3.mzML Peak area,230823_NEG_B2.mzML Peak area,230905_NEG_B2.mzML Peak area,230905_NEG_B3.mzML Peak area,230926_NEG_B0.mzML Peak area,230926_NEG_B2.mzML Peak area,230905_NEG_B5.mzML Peak area,230905_NEG_B4.mzML Peak area,230905_NEG_B6.mzML Peak area,230926_NEG_B5.mzML Peak area,230926_NEG_B1.mzML Peak area,230823_NEG_B5.mzML Peak area,231010_NEG_B0.mzML Peak area,231010_NEG_B3.mzML Peak area,230926_NEG_B6.mzML Peak area,230926_NEG_B4.mzML Peak area,231010_NEG_B1.mzML Peak area,231010_NEG_B2.mzML Peak area,240901_NEG_B1.mzML Peak area,Blank_NEG_1.mzML Peak area,231010_NEG_B6.mzML Peak area,Blank_NEG_2.mzML Peak area,230926_NEG_B3.mzML Peak area,Blank_NEG_3.mzML Peak area,Blank_NEG_4.mzML Peak area,Culture_Remin_E_NEG.mzML Peak area,240417_NEG_B0.mzML Peak area,231010_NEG_B5.mzML Peak area,Culture_Remin_D_NEG.mzML Peak area,240507_NEG_B0.mzML Peak area,240417_NEG_B3.mzML Peak area,Culture_Remin_F_NEG.mzML Peak area,231010_NEG_B4.mzML Peak area,240417_NEG_B2.mzML Peak area,240417_NEG_B4.mzML Peak area,QC_mix_NEG_1.mzML Peak area,QC_mix_NEG_2.mzML Peak area,QC_mix_NEG_4.mzML Peak area,240417_NEG_B5.mzML Peak area,Process_Blank_1_NEG.mzML Peak area,QC_mix_NEG_3.mzML Peak area,240616_NEG_B0.mzML Peak area,Process_Blank_3_NEG.mzML Peak area,Process_Blank_2_NEG.mzML Peak area,240507_NEG_B3.mzML Peak area,240417_NEG_B6.mzML Peak area,240417_NEG_B1.mzML Peak area,240507_NEG_B1.mzML Peak area,240616_NEG_B3.mzML Peak area,240507_NEG_B5.mzML Peak area,240616_NEG_B2.mzML Peak area,240616_NEG_B1.mzML Peak area,Chance_pooled_QC_NEG_1.mzML Peak area,240616_NEG_B5.mzML Peak area,240616_NEG_B6.mzML Peak area,240616_NEG_B4.mzML Peak area,Chance_pooled_QC_NEG_3.mzML Peak area,Chance_pooled_QC_NEG_2.mzML Peak area,Chance_pooled_QC_NEG_4.mzML Peak area
57831,426.1821683,13.10234,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437004.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57832,533.390533,13.10532,,,,,,,,,,,197070.58,259376.23,72289.64,74483.23,57660.484,151965.17,94226,54891.87,179771.39,151593.48,163633.8,95185.195,190957.95,111390.42,84649.9,105245.055,167968.62,261002.7,163652.56,103575.67,83719.57,160379.6,85817.87,151621.88,159230.98,16965.629,117789.836,68642.93,71323.03,174499.05,168176.08,54063.7,155532.23,28829.215,180893.78,41212.027,113735.08,175607.11,87506.195,91619.125,458727.8,135753.72,185127.64,300747.25,168624.6,48057.047,153000.84,175490.08,144713.53,157871.28,54179.938,187457.95,172758.62,152862.23,136546.61,126837.414,55366.746,172241.64,189993.06,196993.11,259342.36,32020.031,299023.88,118225.695,75853.83,164587.22,28088.234,42480.49,28148.418,128712.57,73204.33,142106.55
57833,328.1684674,13.063873,,,,,,,,,,,0,0,339582.75,36337.062,15538.979,164518.42,353103.06,46730.027,0,287920.03,0,0,0,0,0,0,0,0,10647.705,94164.59,111977.94,59462.566,0,0,0,0,0,0,17796.338,34128.85,0,0,0,0,0,41990.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13853.214,0,0,0,5882.5684,0,0,0,0,108751.85,0,394140.1,157654.83,46504.246,48823.586,45308.465,70019.414,9997.093,5988.8887,14108.623
57834,659.345001,13.141531,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154943.95,0,138286.31,0,0,0,0,0,0,0,0,0,10941.281,0,0,0,0,0,0,0,0,0,0,0,0,21075.016,0,35648.49,0,0,0,0,0,0,0,0,0,0,0,0,0
57837,212.9117581,13.139041,,,,,,,,,,,248942.53,105777.18,330982.97,436648.22,217939.47,236683.36,228723.92,249230.23,536173.3,245761.14,183083.14,78556.85,67907.48,196969.77,69342.43,265882.16,225779.19,258801.44,257462.12,250373.31,226220.42,216969.03,507073.3,139066.81,366680.56,212890.6,493380,432886.97,228385.39,226701.02,280300.22,201542.55,105336.91,213239.98,356085.72,509489.06,345874.38,360756.4,304055.03,290433.84,268570.56,291489.94,313738.8,606911.7,310296.75,135377.83,286230.34,295245.56,323845.7,176729.66,329013.47,205044.55,311185.66,199264.03,84081.9,168303.36,308322.03,283742.75,568136.94,966935.75,279285.3,131221.5,293505.53,292207.2,343063.2,93525.43,200072.81,137989.97,99280.55,248998.22,114153.3,235453.36
57838,645.3291084,13.116779,,,,,,,,,,,0,0,70989.44,0,0,0,0,0,0,0,0,72986.76,0,0,66553.31,0,0,0,0,0,0,0,0,0,0,0,254636.9,0,0,0,0,5837.0923,0,114659.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214384.45,0,0,0,0,6565.23,0,0,0,0,0,0,0,0,103491.555,0
57839,367.2171752,13.013786,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225645.92,0,0,169769.89,0,265908.47,182137.08,136887,0,0,0
57841,425.1785119,13.111675,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6150.1865,2242844,0,0,0,0,0,0,0,0,0,0,0,4920.0205,0,0,0
57843,183.0127697,13.152255,,,,,,,,,,,61620.04,5671.697,540653.25,113908.51,58087.9,190074.22,0,0,150707.34,0,32801.445,1045877.44,43052.16,11041.756,550607.94,5472.05,294153.8,0,0,0,0,39752.734,97148.195,6110.113,0,128381.695,79605.27,5127.894,5796.62,27703.332,0,212381.23,0,1890051.5,0,22681.607,0,0,98216.17,102845.76,0,19488.773,0,180780.95,29661.432,80296.164,0,0,76313.734,208447.36,202204.48,58044.83,0,217530.73,0,240930.67,893530.94,0,120142.52,49041.773,42124.445,672722.3,16083.232,0,134672.17,0,46498.055,97738.64,173280.19,0,830519.94,42279.582
57844,743.6263554,13.124706,,,,,,,,,,,182114.61,225834.11,52035.94,47163.105,170515.7,169468.39,171691.06,66976.14,218707.67,196808.2,196934.23,31917.697,136109.77,91089.45,64339.332,76377.58,57459.6,181752.2,173986.75,187736.97,307731.25,183802.44,202382.92,122482.81,183569.92,26298.205,54853.863,19901.727,58149.906,121820.68,214420.47,221372.02,243417.44,79468.44,228742.14,113487.55,162447.92,210294.1,191425.28,103928.41,196462.9,225645.52,223855.81,208657,200937.92,153630.1,192216,212152.4,129298.6,193005.31,157451.9,475560.9,125847.43,203989.03,112823.9,148876.77,71909.14,217875.05,80811.73,193474.8,185706.81,18046.316,202183.2,16869.785,46048.168,120282.3,34908.203,71874.31,37727.38,84466.54,84966.59,62333.28
57845,651.3786676,13.114268,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,8180.3906,0,0,0,0,0,0,0,0,0,0,4970.5244,0,0,0,0,0,0,0,0,107326.67,0,208562.94,0,0,0,0,0,0,0,0,0,5131.3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18388.412,0
57846,687.5814357,13.113021,,,,,,,,,,,59521.3,136754.12,7376.068,103959.56,78326.71,88202.96,64919.297,132383.73,29355.598,134912.58,114698,8871.814,52703.39,128356.8,39293.99,39288.477,86826.555,80220.766,108412.06,60891.516,105162.71,131162.34,86707.25,14551.789,139465.48,20573.324,77437.15,63599.215,6482.287,48316.34,154145.53,75419.75,179540.5,53938.92,166966.17,36357.58,141953.73,154773.98,139267.22,97996.44,78501.57,42792.41,166958.47,103671.49,108935.31,105498.25,141591.73,740133.25,101878.55,121730.516,152167.95,227856.86,431247.2,130191.01,82899.63,32764.918,44264.46,41053.57,67271.14,56895.957,23846.162,6361.208,66726.3,36235.14,12040.732,139094.66,33078.242,43174.8,20502.498,135585.58,10416.1875,48620.875
57848,439.1268665,13.085514,,,,,,,,,,,0,0,0,30261.625,0,0,0,0,0,0,0,4947.0024,0,0,0,0,0,35755.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33374.19,5798.086,16737.354,0,5473.3247,6176.162,0,130379.53,0,931010.4,0,0,0,0,10500.064,0,0,90060.92,0,0,0,0,0,575988.8,0,5259.547,0,23393.84,5394.074,0,107688.98,0,0,0,0,72056.98,0,0,33945.15,0
57849,339.2009699,13.120371,,,,,,,,,,,202741.64,3883153,1.40E+07,3.14E+07,1.41E+07,1.57E+07,2576024.5,1.02E+07,2676658.8,1904410.2,2757985,1.97E+07,1.39E+07,1.41E+07,6139037,96119.5,1031717.25,3.59E+07,116231.01,175093.6,5319726.5,1.53E+07,315611.7,3572951.8,1.06E+07,2.00E+07,1.01E+07,1622567.2,1.36E+07,5026005.5,4924869,1506418.1,3772452.5,3472902,2.18E+07,7694415.5,3391919.2,1.76E+07,1.01E+07,3.92E+07,1.60E+07,7.15E+07,5078068,1.87E+07,8119221.5,1.57E+07,2.09E+07,458441.78,670048.9,6806571,9181047,1.41E+07,158350.44,3045147,2851355.8,1.25E+07,220822.06,1.87E+07,2.00E+07,3.17E+07,2122668.5,1091256.2,8904316,1142733.8,670891.94,755450.94,219775.6,1.56E+07,393084.16,653404.56,1.64E+07,1195962.5
57850,362.8262845,13.132892,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82440.72,0,86329.56,1661848.9,74739.06,0,0,0,0,64305.98,0,85981.945,90265.25,0,95759.7,96007.14,84881.25,0,0,0
57852,736.4683259,13.15018,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,7478.344,0,0,0,0,0,0,0,0,0,0,5103.1826,0,0,0,5119.705,0,0,0,0,227215.66,0,357195.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100177.95,0,16807.574,0,0,0,0,0,0,0,0,0,0,0,5876.8403,0
57853,340.1679741,13.20063,,,,,,,,,,,0,0,5576.12,0,0,0,28517.834,6373.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5135.6816,111322.48,121645.2,0,0,0,0,0,47428.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142118.11,0,17126.973,62523.49,29539.53,0,0,0,0,284503.38,0,261003.05,220424.55,0,156867.1,154126.16,260829.48,0,5052.6924,5336.9062
57856,427.1756829,13.132053,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767104.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57857,307.1962968,13.155552,,,,,,,,,,,0,5737.162,24285.908,0,0,23358.883,0,0,202734.5,0,29774.441,202967.84,0,11016.287,193000.38,0,55322.117,0,0,0,0,164992.19,108816.445,5151.9824,0,7486.7383,16681.324,0,0,0,0,233552.38,0,517274.84,0,0,0,0,205620.19,0,0,0,0,125065.445,0,5045.8457,0,0,11426.201,5203.0283,33724.484,105975.72,0,32667.855,0,34287.57,446501.78,0,51044.4,0,29253.514,106204.5,0,0,12285.985,0,50149.26,41190.184,78983.25,0,125537.41,0
57858,473.2844357,13.162966,,,,,,,,,,,26442.898,232556.42,0,351381.44,0,77009.875,106700.74,30948.969,0,219408.27,92241.2,35133.95,0,0,5099.392,26941.646,0,0,0,5663.786,211337.83,0,32849.723,0,0,46221.055,29257.602,114392.4,105419.44,0,140273.47,36815.84,0,0,50096.918,0,184500.1,0,0,0,135619.69,0,161227.38,77431.41,145735.16,122035.72,563534.3,223893.64,112296.41,0,0,0,0,166099.62,5317.3916,0,13434.981,141387.2,52277.055,79319.55,410910.9,0,212385.95,0,0,0,131569.52,5332.6655,116724.58,0,0,5609.6826
57859,417.1968291,13.145777,,,,,,,,,,,0,0,33656.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217.699,541396.1,0,0,0,0,0,0,5184.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57860,710.5519495,13.133051,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57863,327.1815745,13.07128,,,,,,,,,,,1035759,84620.984,475724.2,255418.02,615547.7,1400582.4,0,4978.3447,2677943.5,32788.73,122248.97,233725.2,133140.84,144104.84,176772.56,991609.2,684030.75,35437.3,0,0,0,2395715.2,3816377,187619.19,0,839841.8,193532.33,362310.94,205279.38,480709.6,0,7753499,5045.639,3358936.2,0,188969.17,0,0,1058444.2,266850.53,25607.414,414799.94,33042.656,706978.25,305121.28,2624578.8,0,0,1415794.5,499084,733881.2,1968722.1,0,1696344.4,385960.28,100776.65,2278274.2,0,846588.9,3847354.5,695306.3,316343.3,201404.16,0,28848.09,0,422502.44,117656.14,1712465.2,5107.4883,107391.8,353599.78
57864,339.1646526,13.206364,,,,,,,,,,,27904.666,85969.62,232875.8,136880.53,114803.42,253895.44,523724.5,315213.03,0,196165.67,5439.6396,12679.663,63965.438,29803.994,281481.06,76797.28,5586.0146,169404.28,246571.9,21246.656,99131.22,207270.19,131011.06,128594.8,90306.47,5541.5537,0,102885.49,932251.8,782235.44,0,0,0,0,0,509883.5,0,0,105281.84,0,0,152735.66,0,0,156291,0,0,0,0,0,0,5594.855,909159.4,0,403077.94,378555.12,504928.94,0,10537.352,0,0,1956749.6,37365.777,1499794.5,1364201,364233.3,1345748.4,1027296.6,1491896.8,369283.84,344081.44,312768.5
57865,360.8283818,13.123805,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698111.4,0,0,0,0,0,0,0,5325.0127,5090.6875,0,5180.84,5594.648,5868.916,0,0,0
57866,364.8240321,13.129817,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24266.637,0,37912.72,1086712.8,48771.316,0,0,0,0,12031.9,0,40422.72,41324.418,0,41771.12,56281.96,19210.428,0,0,0
57867,581.5288044,13.152052,,,,,,,,,,,147241.08,95508.28,28609.707,59572.69,185309.78,135357.08,84966.26,139178.27,43081.12,151953.36,85211.26,6699.6816,62041.56,23758.137,20155.963,16956.377,66028.305,133554.33,97143.09,157260.47,115571.75,106611.51,44333.387,135934.27,130194.805,73471.234,47601.508,94589.55,21110.734,72779.33,342141.38,60397.574,191824.23,20684.307,85537.664,98739.17,180983.95,170686.92,149776.55,120480.23,101723.5,81766.586,181763.9,197331.8,89846.82,165187.83,45204.715,314216.9,138542.78,461623.2,66791.195,443619.22,693297,190366.95,34100.258,91534.88,32918.188,399850.72,68550.94,195413.05,156669.08,5651.443,232724.62,28025.26,35627.008,67681.06,28098.504,43276.336,25334.572,140476,11849.465,32774.68
57868,509.2599596,13.144366,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668932.25,0,0,0,0,0,0,691668.2,0,644912.56,711772.4,40742.117,699060.56,669359.9,734849.4,29094.934,28273.2,43399.39
57869,510.2633036,13.147804,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125388.75,0,0,0,0,0,0,110457.19,0,118047.484,163416.12,0,131785.81,141726.1,118899.75,0,0,0
57871,366.8216834,13.1491,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152475.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57875,322.170747,13.153033,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151531.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57876,213.0162313,13.096008,,,,,,,,,,,66981.016,175440.45,59220.33,330661.6,140746.53,114861.52,86747.3,168985.66,137340.89,102210.19,204763.28,41866.277,124630.41,79891.75,35941.09,396373.12,148503.98,328174.16,317563.1,173488.28,37009.074,157231.03,125719.336,166685.45,148952.9,106484.61,78145.58,255451.42,14623.232,134235.88,204745.72,47075.395,226902.58,52810.336,205811.45,129194.74,216703.73,395315.97,78285.04,203014.77,394043.06,106670,216141.53,363623.6,186659.5,61989.33,1480613.6,214951.7,104651.52,170724.36,141303.3,180628.97,161502.81,192262.03,25399.477,33590.312,43825.117,153504.89,205538.86,614123.2,139684.92,21235.805,103495.4,146662.72,61511.227,252067.75,62551.508,65032.02,19987.852,310347.25,19180.703,32918.62
57877,373.1619884,13.206805,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,11408.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63370.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14467.982,0,0,0,0,0,0,0,0,0,0,0,0,0,5344.329,0
57878,598.9973566,13.160345,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125822.77,0,0,0,0,86229.17,0,0,0,0,0,0,0,0,0,0
57879,367.23243,13.173701,,,,,,,,,,,0,5594.0156,5445.5225,282455.03,17280.508,0,0,6050.7256,61078.082,0,0,230791.45,22330.74,5094.128,28803.926,0,160971.02,194426.47,0,0,5136.9487,172732.12,0,0,138271.22,23843.484,132331.38,0,74213.086,36404.64,0,46699.203,134993.36,1373863.2,134893.77,0,63905.785,148676.27,22796.123,913015.4,57613.727,58556.88,0,144205.2,1973904,21639.773,223842.34,0,0,141567.62,1591276,21790.77,0,0,48897.97,2.96E+07,200150.14,64416.582,4948.852,279798.8,268442.75,0,669230,0,0,0,0,3.60E+07,0,0,136254.25,322434.44
57880,461.2231763,13.184614,,,,,,,,,,,0,0,69672.016,0,0,0,11010.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5061.987,451113.75,0,0,0,0,0,0,22248.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57881,411.0952615,13.222275,,,,,,,,,,,121154.914,10742.274,712451.9,0,38365.91,47796.496,0,0,84494.28,0,90572.266,1052271.5,109201.69,5065.5938,404916.34,40243.32,473567.22,0,0,0,0,52902.258,236853.66,11196.082,0,126901.53,293636.75,0,0,24268.857,0,503625.78,0,647079.2,0,11037.17,0,0,156850.45,168670.8,0,27969.738,0,62230.29,144385.75,149784.8,0,0,467630.7,470520.12,317704.7,127468.41,0,326307,0,73367.39,2688368,0,129631,95671.98,160696.27,532399.56,0,0,114456.4,0,0,0,60835.406,0,835333.4,46872.547
57884,298.1212135,13.146229,,,,,,,,,,,0,0,10560.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6333.7173,95100.65,0,0,0,0,0,10761.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191053.67,0,0,238763.98,41553.188,0,0,0,0,21128.576,0,49088.34,48113.066,0,16810.85,5548.67,23377.33,0,0,0
57885,197.0285335,13.171353,,,,,,,,,,,64310.51,0,52442.637,0,5790.3926,64365.6,0,0,160399.6,0,0,54667.047,5314.879,23006.207,6811.717,11380.834,6835.409,0,0,0,0,141286.86,185100.62,0,0,327844.06,35758.49,0,5359.724,0,0,189803.22,0,227459.67,0,0,0,0,0,263273.72,0,5501.2017,0,175082.33,0,91602.87,0,0,40937.727,41792.625,137212.25,354380.75,0,62421.215,0,159696.6,90233.66,0,115890.67,118248.96,22804.168,24729.379,0,0,0,0,5053.8145,5935.6265,93081.89,0,74194.47,65290.285
57886,369.1752558,13.129236,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10755.301,0,0,23545.434,400046.94,0,0,0,211026.27,190602.56,0,0,0,240158.16,69606.24,76849.414,0,0,0,0,0,321800.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234760.36,0,0,0,0,0,0,262810.28,0,118137.02,69362.375,6131.54,69923.79,144899.48,38233.33,5360.6543,16394.512,6049.667
57888,297.117916,13.155757,,,,,,,,,,,74878.83,66465.78,475586.53,131471.56,259150.34,187178.97,360909.16,461193.5,0,148577.34,0,16619.668,17920.42,122300.64,101864.16,112633.73,10201.6,377655.7,93973.78,0,0,0,83089.625,98333.48,55972.594,67788.55,64372.91,259141.9,744751.8,1081126.8,0,0,0,0,0,586015.9,0,0,276473.47,0,61642.953,391841.94,0,85219.13,318143.3,0,12298.695,85645.305,0,0,0,145860.8,1697617.4,0,271453.22,1929828.1,1060742.4,0,164935.7,24724.725,0,749550.6,162572.3,798302.8,685025,242259.92,675070.7,642266.6,730808.2,222362.86,207886.98,232161.31
57890,788.9784353,13.147406,,,,,,,,,,,0,0,101189.69,0,18875.234,0,119867.445,0,0,0,0,0,0,0,0,0,0,48497.348,0,0,0,16550.445,5623.1865,0,0,0,0,0,0,0,0,0,0,0,0,5575.4414,0,0,0,0,0,0,651781.75,70999.01,0,16833.266,67769.586,421033.78,0,0,0,0,0,0,0,0,0,0,5725.4023,0,0,0,0,0,0,0,0,0,0,0,0,0
57894,602.7063961,13.177555,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5883.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158560.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57895,178.8448748,13.192447,,,,,,,,,,,92309.58,31172.082,11355.61,29941.043,48532.594,97209.89,9438.621,37275.03,15771.475,30409.998,6957.3877,35412.977,48121.203,22282.441,83705.055,29708.426,90257.89,45310.39,133589.45,60176.445,51628.22,23878.912,36531.83,41634.832,17471.326,48046.35,5610.3755,70956.23,130757.62,33715.6,0,34105.17,0,0,5549.134,86605.06,5377.325,0,5571.258,26090.195,21436.367,16538.256,0,11352.089,5413.347,5856.6426,5088.407,0,0,9220.364,5112.8784,15026.373,0,10696.886,11061.35,5552.291,0,5278.4287,10845.982,17037.219,5135.849,25212.893,53567.05,132383.94,48404.375,20292.006,44596.883,67278.32,45619.938,116450.31,18446.02,16024.0625
57896,234.8208852,13.211256,,,,,,,,,,,193905.75,190755.02,106598.81,220629.53,190884.22,142813.89,152626.33,112303.8,543757.25,146129.72,732612.25,130313.45,261558.56,525572.1,142483.83,187269.44,304265.97,49212.12,198048.5,229458.23,217929.34,189087.61,142944.92,200680.3,148890.42,191924.98,687230.7,349486.28,116503.94,244970.11,232697.36,237603.23,175583.77,249346.61,249297.55,214553.08,216707.89,234102.03,208754.88,242928.98,188993.33,258782.19,248396.31,80470.65,236068.1,276581.22,250115.28,199050.05,195923.31,255280.58,237961.48,744989.94,221710.86,78481.58,228974.44,184990.14,73794.58,205768.69,134283.73,298493.6,239694.55,124569.96,182264.34,428985.94,562142.5,126679.984,134944.25,307592.94,261073.98,149887.08,148510.23,171278.92
57898,505.2495297,13.199214,,,,,,,,,,,0,0,5232.3604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320729.56,0,0,0,0,0,0,5230.4287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57899,609.5601897,13.189335,,,,,,,,,,,116124.79,46128.168,64173.734,149553.38,72150.38,102787.484,105657.336,142729.66,189230.22,178431.28,122009.76,5992.656,142989.84,123766.96,35112.684,18928.2,57870.977,107415.29,138218.45,182358.39,172049.61,90588.19,63691.523,175001.48,176104.77,87191.375,67251.57,50832.387,15520.217,322854.53,200663.66,127914.336,215822.53,27083.018,203802.77,64944,100006.83,1211643,146558.58,171682.72,154012.06,173135.56,216695.66,118151.5,182128.08,51363.13,289408.88,201757.33,99767.375,72242.484,199148.4,160025.92,311722.66,82165.98,133016.97,95351.42,62843.05,200514.39,166353.28,184893.1,171649.22,12603.787,277139.6,128865.49,47176.402,195414.02,36049.14,49645.11,13179.173,135816.94,21171.719,291947.03
57902,417.2119485,13.205101,,,,,,,,,,,0,216834.45,894250.56,244534.16,215952.42,318311.75,0,141040.6,24185.47,5233.173,0,59240.516,345751.8,184193.12,10418.343,0,0,450773.2,0,0,325802.38,199918.83,0,5758.3574,1141739,63296.38,566749.94,0,151788.78,12628.559,11738.984,125213.9,930727.44,72720.43,1093148.8,12329.667,1104845.8,923906,134869.45,403985.3,135925.42,342526.06,0,262407.28,0,847805.9,1328352.5,0,0,271445.5,0,483780.62,0,5226.881,75293.086,616282.1,0,1494727.8,1005825.75,447245.5,309685.1,0,487419.22,0,0,0,0,1854409.6,0,0,216719.34,0
57903,333.1359054,13.206389,,,,,,,,,,,0,0,0,0,0,0,0,327108.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447936.8,0,0,0,0,0,0,305748.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
